type;area;v1;v2;v3;v4;v5;v6;v7;v8;zipy
Parcel- og rækkehuse;6052 Viuf;0;0;0;0;0;0;0;0;6052_5
Ejerlejligheder;6052 Viuf;0;0;0;0;0;0;0;0;6052_7
Fritidshuse;6052 Viuf;0;0;0;0;0;0;0;0;6052_7
Parcel- og rækkehuse;6052 Viuf;0;0;0;0;0;0;0;0;6052_7
Ejerlejligheder;6064 Jordrup;0;0;0;0;0;0;0;0;6064_11
Fritidshuse;6064 Jordrup;0;0;0;0;0;0;0;0;6064_11
Parcel- og rækkehuse;6064 Jordrup;0;0;0;0;0;0;0;0;6064_11
Ejerlejligheder;6064 Jordrup;0;0;0;0;0;0;0;0;6064_15
Fritidshuse;6064 Jordrup;0;0;0;0;0;0;0;0;6064_15
Parcel- og rækkehuse;6064 Jordrup;0;0;0;0;0;0;0;0;6064_15
Ejerlejligheder;6064 Jordrup;0;0;0;0;0;0;0;0;6064_5
Fritidshuse;6064 Jordrup;0;0;0;0;0;0;0;0;6064_5
Parcel- og rækkehuse;6064 Jordrup;6.7620001;5.1729999;6.0939999;0;5.6350002;4.5799999;0;0;6064_5
Ejerlejligheder;6064 Jordrup;0;0;0;0;0;0;0;0;6064_7
Fritidshuse;6064 Jordrup;0;0;0;0;0;0;0;0;6064_7
Parcel- og rækkehuse;6064 Jordrup;0;0;6.8179998;6.3390002;0;0;0;0;6064_7
Ejerlejligheder;6070 Christiansfeld;0;0;0;0;0;0;0;0;6070_11
Fritidshuse;6070 Christiansfeld;0;0;0;0;0;0;0;0;6070_11
Parcel- og rækkehuse;6070 Christiansfeld;6.8699999;8.9219999;8.2840004;7.6789999;6.7969999;6.4099998;7.1040001;6.836;6070_11
Ejerlejligheder;6070 Christiansfeld;0;0;0;0;0;0;0;0;6070_15
Fritidshuse;6070 Christiansfeld;0;0;0;0;0;0;0;0;6070_15
Parcel- og rækkehuse;6070 Christiansfeld;6.888;6.6500001;6.494;6.3790002;6.8060002;7.3179998;7.1329999;5.427;6070_15
Ejerlejligheder;6070 Christiansfeld;0;0;0;0;0;0;0;0;6070_5
Fritidshuse;6070 Christiansfeld;0;0;0;0;0;0;0;0;6070_5
Parcel- og rækkehuse;6070 Christiansfeld;6.0190001;5.652;5.2979999;5.7810001;5.9089999;5.2449999;6.3930001;5.9169998;6070_5
Ejerlejligheder;6070 Christiansfeld;0;0;0;0;0;0;0;0;6070_7
Fritidshuse;6070 Christiansfeld;0;0;0;0;0;0;0;0;6070_7
Parcel- og rækkehuse;6070 Christiansfeld;6.4190001;7.5279999;0;0;7.908;8.9130001;8.4919996;8.8839998;6070_7
Ejerlejligheder;6091 Bjert;0;0;0;0;0;0;0;0;6091_11
Fritidshuse;6091 Bjert;0;0;0;0;0;0;0;0;6091_11
Parcel- og rækkehuse;6091 Bjert;0;0;10.806;0;0;0;10.66;0;6091_11
Ejerlejligheder;6091 Bjert;0;0;0;0;0;0;0;0;6091_15
Fritidshuse;6091 Bjert;0;0;0;0;0;0;0;0;6091_15
Parcel- og rækkehuse;6091 Bjert;0;9.1870003;8.9680004;11.922;0;0;0;9.9829998;6091_15
Ejerlejligheder;6091 Bjert;0;0;0;0;0;0;0;0;6091_5
Fritidshuse;6091 Bjert;0;0;0;0;0;0;0;0;6091_5
Parcel- og rækkehuse;6091 Bjert;8.5059996;8.6610003;7.8109999;0;9.118;8.4949999;7.8990002;8.125;6091_5
Ejerlejligheder;6091 Bjert;0;0;0;0;0;0;0;0;6091_7
Fritidshuse;6091 Bjert;0;0;0;0;0;0;0;0;6091_7
Parcel- og rækkehuse;6091 Bjert;0;0;9.8219995;0;0;11.745;14.176;13.009;6091_7
Ejerlejligheder;6092 Sønder Stenderup;0;0;0;0;0;0;0;0;6092_11
Fritidshuse;6092 Sønder Stenderup;0;0;0;0;0;0;0;0;6092_11
Parcel- og rækkehuse;6092 Sønder Stenderup;0;0;0;0;0;0;0;0;6092_11
Ejerlejligheder;6092 Sønder Stenderup;0;0;0;0;0;0;0;0;6092_15
Fritidshuse;6092 Sønder Stenderup;0;0;0;0;0;0;0;0;6092_15
Parcel- og rækkehuse;6092 Sønder Stenderup;0;0;0;0;0;0;0;0;6092_15
Ejerlejligheder;6092 Sønder Stenderup;0;0;0;0;0;0;0;0;6092_5
Fritidshuse;6092 Sønder Stenderup;0;0;0;0;0;0;0;0;6092_5
Parcel- og rækkehuse;6092 Sønder Stenderup;0;0;0;0;0;0;0;0;6092_5
Ejerlejligheder;6092 Sønder Stenderup;0;0;0;0;0;0;0;0;6092_7
Fritidshuse;6092 Sønder Stenderup;0;0;0;0;0;0;0;0;6092_7
Parcel- og rækkehuse;6092 Sønder Stenderup;0;0;0;0;0;0;0;0;6092_7
Ejerlejligheder;6093 Sjølund;0;0;0;0;0;0;0;0;6093_11
Fritidshuse;6093 Sjølund;0;0;0;0;0;0;0;0;6093_11
Parcel- og rækkehuse;6093 Sjølund;0;0;0;0;0;0;0;0;6093_11
Ejerlejligheder;6093 Sjølund;0;0;0;0;0;0;0;0;6093_15
Fritidshuse;6093 Sjølund;0;0;0;0;0;0;0;0;6093_15
Parcel- og rækkehuse;6093 Sjølund;0;0;0;0;0;0;0;0;6093_15
Ejerlejligheder;6093 Sjølund;0;0;0;0;0;0;0;0;6093_5
Fritidshuse;6093 Sjølund;0;0;0;0;0;0;0;15.053;6093_5
Parcel- og rækkehuse;6093 Sjølund;0;0;0;0;0;0;0;0;6093_5
Ejerlejligheder;6093 Sjølund;0;0;0;0;0;0;0;0;6093_7
Fritidshuse;6093 Sjølund;0;0;0;0;0;0;0;0;6093_7
Parcel- og rækkehuse;6093 Sjølund;0;0;0;0;0;0;0;0;6093_7
Ejerlejligheder;6094 Hejls;0;0;0;0;0;0;0;0;6094_11
Fritidshuse;6094 Hejls;15.188;0;0;15.687;16.517;0;0;19.886;6094_11
Parcel- og rækkehuse;6094 Hejls;0;0;0;0;0;0;0;0;6094_11
Ejerlejligheder;6094 Hejls;0;0;0;0;0;0;0;0;6094_15
Fritidshuse;6094 Hejls;0;0;19.993;14.424;11.348;18.051001;17.563;15.676;6094_15
Parcel- og rækkehuse;6094 Hejls;0;0;0;0;0;0;0;0;6094_15
Ejerlejligheder;6094 Hejls;0;0;0;0;0;0;0;0;6094_5
Fritidshuse;6094 Hejls;11.216;11.618;10.507;11.801;13.175;0;13.678;0;6094_5
Parcel- og rækkehuse;6094 Hejls;0;0;0;0;0;0;0;0;6094_5
Ejerlejligheder;6094 Hejls;0;0;0;0;0;0;0;0;6094_7
Fritidshuse;6094 Hejls;15.3;17.068001;15.775;21.318001;18.83;19.546;23.004;17.745001;6094_7
Parcel- og rækkehuse;6094 Hejls;0;0;0;0;0;0;0;0;6094_7
Ejerlejligheder;6100 Haderslev;0;0;12.967;11.301;15.575;9.6260004;10.278;11.435;6100_11
Fritidshuse;6100 Haderslev;16.76;0;0;16.659;16.445;0;16.028;17.052999;6100_11
Parcel- og rækkehuse;6100 Haderslev;9.691;9.4350004;9.2410002;9.2700005;9.4790001;9.3050003;8.8030005;9.0319996;6100_11
Ejerlejligheder;6100 Haderslev;11.368;10.101;0;10.054;0;11.857;8.9840002;0;6100_15
Fritidshuse;6100 Haderslev;16.007;14.174;0;15.931;15.346;15.151;12.973;19.017;6100_15
Parcel- og rækkehuse;6100 Haderslev;7.6570001;8.2329998;7.9569998;8.1149998;7.1820002;7.6220002;8.8549995;8.5229998;6100_15
Ejerlejligheder;6100 Haderslev;7.8449998;8.1079998;17.603001;0;0;7.4629998;8.5480003;8.8030005;6100_5
Fritidshuse;6100 Haderslev;0;0;0;0;0;0;0;0;6100_5
Parcel- og rækkehuse;6100 Haderslev;6.3769999;6.224;6.6820002;6.6760001;6.697;7.1100001;5.9559999;7.7550001;6100_5
Ejerlejligheder;6100 Haderslev;10.764;9.9090004;10.874;10.939;10.889;11.625;15.206;14.135;6100_7
Fritidshuse;6100 Haderslev;0;0;17.465;16.297001;0;0;18.702;15.029;6100_7
Parcel- og rækkehuse;6100 Haderslev;7.7810001;8.1339998;9.1020002;8.7580004;9.448;10.491;8.8439999;10.361;6100_7
Ejerlejligheder;6200 Aabenraa;0;0;0;0;0;0;0;13.029;6200_11
Fritidshuse;6200 Aabenraa;0;0;0;0;0;0;0;0;6200_11
Parcel- og rækkehuse;6200 Aabenraa;9.0649996;7.901;8.4709997;7.7750001;9.0570002;8.6669998;8.5880003;9.5179996;6200_11
Ejerlejligheder;6200 Aabenraa;0;0;0;11.651;0;0;7.3109999;0;6200_15
Fritidshuse;6200 Aabenraa;0;0;0;18.879999;14.692;0;0;0;6200_15
Parcel- og rækkehuse;6200 Aabenraa;7.9790001;7.6110001;7.2979999;7.059;7.4369998;6.96;7.395;7.8829999;6200_15
Ejerlejligheder;6200 Aabenraa;10.165;9.8120003;9.335;0;0;0;13.12;0;6200_5
Fritidshuse;6200 Aabenraa;0;0;0;0;0;0;0;0;6200_5
Parcel- og rækkehuse;6200 Aabenraa;6.671;5.803;6.7849998;6.4439998;6.0650001;6.8330002;7.1479998;7.4320002;6200_5
Ejerlejligheder;6200 Aabenraa;0;0;0;0;9.5010004;10.289;10.656;0;6200_7
Fritidshuse;6200 Aabenraa;14.302;0;0;0;0;0;0;0;6200_7
Parcel- og rækkehuse;6200 Aabenraa;7.9439998;8.0889997;8.4440002;8.4619999;7.3720002;8.8479996;8.5629997;8.8059998;6200_7
Ejerlejligheder;6230 Rødekro;0;0;0;0;0;0;0;0;6230_11
Fritidshuse;6230 Rødekro;0;0;0;0;0;0;0;0;6230_11
Parcel- og rækkehuse;6230 Rødekro;8.2189999;7.8940001;7.8590002;7.4629998;8.0039997;6.9499998;7.355;6.8369999;6230_11
Ejerlejligheder;6230 Rødekro;0;0;0;0;0;0;0;0;6230_15
Fritidshuse;6230 Rødekro;0;0;0;0;0;0;0;0;6230_15
Parcel- og rækkehuse;6230 Rødekro;8.0740004;8.0150003;6.6750002;6.8790002;6.3969998;5.9809999;5.8319998;6.6009998;6230_15
Ejerlejligheder;6230 Rødekro;0;0;0;0;0;0;0;0;6230_5
Fritidshuse;6230 Rødekro;0;0;0;0;0;0;0;0;6230_5
Parcel- og rækkehuse;6230 Rødekro;5.3579998;5.6620002;5.7160001;5.52;5.8639998;4.8740001;6.132;6.2909999;6230_5
Ejerlejligheder;6230 Rødekro;0;0;0;0;0;0;0;0;6230_7
Fritidshuse;6230 Rødekro;0;0;0;0;0;0;0;0;6230_7
Parcel- og rækkehuse;6230 Rødekro;6.6669998;6.5300002;7.0830002;8.7679996;7.6729999;8.3050003;7.3010001;8.1020002;6230_7
Ejerlejligheder;6240 Løgumkloster;0;0;0;0;0;0;0;0;6240_11
Fritidshuse;6240 Løgumkloster;0;0;0;0;0;0;0;0;6240_11
Parcel- og rækkehuse;6240 Løgumkloster;5.5760002;5.0770001;4.7729998;4.8439999;5.217;4.7059999;5.961;3.9389999;6240_11
Ejerlejligheder;6240 Løgumkloster;0;0;0;0;0;0;0;0;6240_15
Fritidshuse;6240 Løgumkloster;0;0;0;0;0;0;0;0;6240_15
Parcel- og rækkehuse;6240 Løgumkloster;4.8860002;3.109;3.7869999;0;4.9219999;0;4.0500002;4.158;6240_15
Ejerlejligheder;6240 Løgumkloster;0;0;0;0;0;0;0;0;6240_5
Fritidshuse;6240 Løgumkloster;0;0;0;0;0;0;0;0;6240_5
Parcel- og rækkehuse;6240 Løgumkloster;4.2179999;3.3610001;3.9719999;3.9349999;4.3049998;0;3.3510001;4.073;6240_5
Ejerlejligheder;6240 Løgumkloster;0;0;0;0;0;0;0;0;6240_7
Fritidshuse;6240 Løgumkloster;0;0;0;0;0;0;0;0;6240_7
Parcel- og rækkehuse;6240 Løgumkloster;3.773;5.1290002;4.8410001;5;5.1890001;4.1500001;4.8189998;5.4629998;6240_7
Ejerlejligheder;6261 Bredebro;0;0;0;0;0;0;0;0;6261_11
Fritidshuse;6261 Bredebro;0;0;0;0;0;0;0;0;6261_11
Parcel- og rækkehuse;6261 Bredebro;0;4.467;3.447;4.0489998;0;0;4.0640001;3.6199999;6261_11
Ejerlejligheder;6261 Bredebro;0;0;0;0;0;0;0;0;6261_15
Fritidshuse;6261 Bredebro;0;0;0;0;0;0;0;0;6261_15
Parcel- og rækkehuse;6261 Bredebro;5.4180002;3.8299999;0;2.592;0;2.3369999;0;0;6261_15
Ejerlejligheder;6261 Bredebro;0;0;0;0;0;0;0;0;6261_5
Fritidshuse;6261 Bredebro;0;0;0;0;0;0;0;0;6261_5
Parcel- og rækkehuse;6261 Bredebro;3.586;3.6889999;3.8269999;0;3.3670001;0;4.086;4.0370002;6261_5
Ejerlejligheder;6261 Bredebro;0;0;0;0;0;0;0;0;6261_7
Fritidshuse;6261 Bredebro;0;0;0;0;0;0;0;0;6261_7
Parcel- og rækkehuse;6261 Bredebro;4.0840001;4.4200001;4.4970002;4.243;4.9450002;4.4330001;4.974;5.3660002;6261_7
Ejerlejligheder;6270 Tønder;0;0;0;0;0;0;0;0;6270_11
Fritidshuse;6270 Tønder;0;0;0;0;0;0;0;0;6270_11
Parcel- og rækkehuse;6270 Tønder;6.9400001;6.8559999;6.954;7.7930002;7.6259999;6.4070001;7.566;7.348;6270_11
Ejerlejligheder;6270 Tønder;0;0;0;0;0;0;0;0;6270_15
Fritidshuse;6270 Tønder;0;0;0;0;0;0;0;0;6270_15
Parcel- og rækkehuse;6270 Tønder;6.0250001;5.3979998;6.8829999;7.0170002;6.8369999;5.5910001;6.2350001;5.276;6270_15
Ejerlejligheder;6270 Tønder;0;0;0;0;0;0;0;0;6270_5
Fritidshuse;6270 Tønder;0;0;0;0;0;0;0;0;6270_5
Parcel- og rækkehuse;6270 Tønder;5.6820002;5.5079999;5.171;6.3899999;6.3540001;4.6300001;5.4860001;4.7290001;6270_5
Ejerlejligheder;6270 Tønder;0;0;0;0;0;0;0;0;6270_7
Fritidshuse;6270 Tønder;0;0;0;0;0;0;0;0;6270_7
Parcel- og rækkehuse;6270 Tønder;6.0139999;6.4029999;6.2930002;5.6620002;6.9250002;6.375;6.6890001;7.1760001;6270_7
Ejerlejligheder;6280 Højer;0;0;0;0;0;0;0;0;6280_11
Fritidshuse;6280 Højer;0;0;0;0;0;0;0;0;6280_11
Parcel- og rækkehuse;6280 Højer;0;0;0;0;0;0;0;0;6280_11
Ejerlejligheder;6280 Højer;0;0;0;0;0;0;0;0;6280_15
Fritidshuse;6280 Højer;0;0;0;0;0;0;0;0;6280_15
Parcel- og rækkehuse;6280 Højer;0;0;0;0;0;0;0;0;6280_15
Ejerlejligheder;6280 Højer;0;0;0;0;0;0;0;0;6280_5
Fritidshuse;6280 Højer;0;0;0;0;0;0;0;0;6280_5
Parcel- og rækkehuse;6280 Højer;3.211;3.474;3.803;0;3.197;0;5.0749998;3.1059999;6280_5
Ejerlejligheder;6280 Højer;0;0;0;0;0;0;0;0;6280_7
Fritidshuse;6280 Højer;0;0;0;0;0;0;0;0;6280_7
Parcel- og rækkehuse;6280 Højer;0;0;0;0;0;4.8299999;5.5819998;0;6280_7
Ejerlejligheder;6300 Gråsten;13.759;0;0;0;0;0;0;0;6300_11
Fritidshuse;6300 Gråsten;0;0;0;0;0;0;0;0;6300_11
Parcel- og rækkehuse;6300 Gråsten;7.4000001;7.0760002;8.6000004;7.934;7.6469998;6.9219999;8.4540005;5.9650002;6300_11
Ejerlejligheder;6300 Gråsten;0;0;0;0;0;0;0;0;6300_15
Fritidshuse;6300 Gråsten;0;0;0;0;0;0;0;0;6300_15
Parcel- og rækkehuse;6300 Gråsten;8.6630001;4.4239998;8.2720003;6.9840002;5.98;9.0360003;7.9959998;5.6659999;6300_15
Ejerlejligheder;6300 Gråsten;0;0;0;0;0;0;0;0;6300_5
Fritidshuse;6300 Gråsten;0;0;0;0;0;0;0;0;6300_5
Parcel- og rækkehuse;6300 Gråsten;4.947;6.2600002;4.6760001;5.9749999;5.7589998;6.7529998;6.6620002;5.579;6300_5
Ejerlejligheder;6300 Gråsten;0;0;0;0;0;0;0;0;6300_7
Fritidshuse;6300 Gråsten;0;0;0;0;0;0;0;0;6300_7
Parcel- og rækkehuse;6300 Gråsten;6.4629998;7.132;7.0040002;6.6550002;7.3249998;6.585;6.5110002;8.0819998;6300_7
Ejerlejligheder;6310 Broager;0;0;0;0;0;0;0;0;6310_11
Fritidshuse;6310 Broager;0;0;0;0;27.795;0;0;0;6310_11
Parcel- og rækkehuse;6310 Broager;6.6220002;8.2469997;7.9499998;8.3199997;7.5819998;7.8189998;0;0;6310_11
Ejerlejligheder;6310 Broager;0;0;0;0;0;0;0;0;6310_15
Fritidshuse;6310 Broager;0;0;0;0;0;0;14.909;0;6310_15
Parcel- og rækkehuse;6310 Broager;6.9039998;6.8649998;6.2670002;7.2270002;7.776;0;5.7670002;7.8039999;6310_15
Ejerlejligheder;6310 Broager;0;0;0;0;0;0;0;0;6310_5
Fritidshuse;6310 Broager;0;0;0;0;0;0;0;0;6310_5
Parcel- og rækkehuse;6310 Broager;6.1300001;5.5180001;5.1900001;6.0910001;5.6290002;6.4689999;7.2379999;6.3210001;6310_5
Ejerlejligheder;6310 Broager;0;0;0;0;0;0;0;0;6310_7
Fritidshuse;6310 Broager;0;0;0;0;0;0;0;0;6310_7
Parcel- og rækkehuse;6310 Broager;6.8579998;7.4260001;6.631;0;0;7.9720001;8.2209997;8.1879997;6310_7
Ejerlejligheder;6320 Egernsund;0;0;0;0;0;0;0;0;6320_11
Fritidshuse;6320 Egernsund;0;0;0;0;0;0;0;0;6320_11
Parcel- og rækkehuse;6320 Egernsund;0;0;0;0;0;0;0;0;6320_11
Ejerlejligheder;6320 Egernsund;0;0;0;0;0;0;0;0;6320_15
Fritidshuse;6320 Egernsund;13.007;0;0;0;0;0;0;0;6320_15
Parcel- og rækkehuse;6320 Egernsund;0;0;0;0;0;0;0;0;6320_15
Ejerlejligheder;6320 Egernsund;0;0;0;0;0;0;0;0;6320_5
Fritidshuse;6320 Egernsund;0;0;0;0;0;0;0;0;6320_5
Parcel- og rækkehuse;6320 Egernsund;0;0;0;0;0;0;0;0;6320_5
Ejerlejligheder;6320 Egernsund;0;0;0;0;0;0;0;0;6320_7
Fritidshuse;6320 Egernsund;0;14.998;0;0;0;16.243999;0;0;6320_7
Parcel- og rækkehuse;6320 Egernsund;0;0;0;0;0;0;11.176;0;6320_7
Ejerlejligheder;6330 Padborg;0;0;0;0;0;0;0;0;6330_11
Fritidshuse;6330 Padborg;0;0;0;0;0;0;0;0;6330_11
Parcel- og rækkehuse;6330 Padborg;7.1290002;5.3889999;6.8579998;5.8080001;7.6960001;5.355;6.4050002;5.1680002;6330_11
Ejerlejligheder;6330 Padborg;0;0;0;0;0;0;0;0;6330_15
Fritidshuse;6330 Padborg;0;0;0;0;0;0;0;0;6330_15
Parcel- og rækkehuse;6330 Padborg;5.9159999;0;6.027;4.5339999;6;6.5780001;5.0749998;6.3239999;6330_15
Ejerlejligheder;6330 Padborg;0;0;0;0;0;0;0;0;6330_5
Fritidshuse;6330 Padborg;0;0;0;0;0;0;0;0;6330_5
Parcel- og rækkehuse;6330 Padborg;5.8579998;5.6550002;4.2649999;5.2090001;5.8299999;5.0469999;6.302;5.0580001;6330_5
Ejerlejligheder;6330 Padborg;0;0;0;0;0;0;0;0;6330_7
Fritidshuse;6330 Padborg;0;0;0;0;0;0;0;0;6330_7
Parcel- og rækkehuse;6330 Padborg;6.4829998;6.178;6.6869998;5.7870002;6.3280001;6.0159998;6.3520002;7.441;6330_7
Ejerlejligheder;6340 Kruså;0;0;0;0;0;0;0;0;6340_11
Fritidshuse;6340 Kruså;0;0;0;0;0;0;0;0;6340_11
Parcel- og rækkehuse;6340 Kruså;7.7329998;6.4970002;10.01;5.7690001;12.424;6.96;0;0;6340_11
Ejerlejligheder;6340 Kruså;0;0;0;0;0;0;0;0;6340_15
Fritidshuse;6340 Kruså;0;0;0;0;0;0;0;0;6340_15
Parcel- og rækkehuse;6340 Kruså;3.691;5.8860002;0;6.369;4.1859999;0;6.8060002;8.2779999;6340_15
Ejerlejligheder;6340 Kruså;0;0;0;0;0;0;0;0;6340_5
Fritidshuse;6340 Kruså;0;0;0;0;0;0;0;0;6340_5
Parcel- og rækkehuse;6340 Kruså;4.6810002;3.5869999;3.5250001;4.4920001;5.5749998;4.3889999;5.2519999;5.9970002;6340_5
Ejerlejligheder;6340 Kruså;0;0;0;0;0;0;0;0;6340_7
Fritidshuse;6340 Kruså;0;0;0;0;0;0;0;0;6340_7
Parcel- og rækkehuse;6340 Kruså;6.401;7.96;7.5419998;7.0149999;6.1160002;7.131;7.658;7.5869999;6340_7
Ejerlejligheder;6360 Tinglev;0;0;0;0;0;0;0;0;6360_11
Fritidshuse;6360 Tinglev;0;0;0;0;0;0;0;0;6360_11
Parcel- og rækkehuse;6360 Tinglev;0;0;5.0190001;5.697;5.5289998;4.7319999;0;0;6360_11
Ejerlejligheder;6360 Tinglev;0;0;0;0;0;0;0;0;6360_15
Fritidshuse;6360 Tinglev;0;0;0;0;0;0;0;0;6360_15
Parcel- og rækkehuse;6360 Tinglev;0;0;0;0;5.5440001;5.0549998;5.809;0;6360_15
Ejerlejligheder;6360 Tinglev;0;0;0;0;0;0;0;0;6360_5
Fritidshuse;6360 Tinglev;0;0;0;0;0;0;0;0;6360_5
Parcel- og rækkehuse;6360 Tinglev;4.7090001;5.0139999;4.454;3.9630001;5.1459999;4.9070001;0;0;6360_5
Ejerlejligheder;6360 Tinglev;0;0;0;0;0;0;0;0;6360_7
Fritidshuse;6360 Tinglev;0;0;0;0;0;0;0;0;6360_7
Parcel- og rækkehuse;6360 Tinglev;5.0819998;5.7810001;4.5110002;5.5370002;6.224;4.3860002;5.52;6.296;6360_7
Ejerlejligheder;6372 Bylderup-Bov;0;0;0;0;0;0;0;0;6372_11
Fritidshuse;6372 Bylderup-Bov;0;0;0;0;0;0;0;0;6372_11
Parcel- og rækkehuse;6372 Bylderup-Bov;0;0;0;0;0;0;0;0;6372_11
Ejerlejligheder;6372 Bylderup-Bov;0;0;0;0;0;0;0;0;6372_15
Fritidshuse;6372 Bylderup-Bov;0;0;0;0;0;0;0;0;6372_15
Parcel- og rækkehuse;6372 Bylderup-Bov;2.901;0;0;0;0;0;3.766;0;6372_15
Ejerlejligheder;6372 Bylderup-Bov;0;0;0;0;0;0;0;0;6372_5
Fritidshuse;6372 Bylderup-Bov;0;0;0;0;0;0;0;0;6372_5
Parcel- og rækkehuse;6372 Bylderup-Bov;2.563;2.319;2.5009999;3.1760001;3.559;0;2.95;3.414;6372_5
Ejerlejligheder;6372 Bylderup-Bov;0;0;0;0;0;0;0;0;6372_7
Fritidshuse;6372 Bylderup-Bov;0;0;0;0;0;0;0;0;6372_7
Parcel- og rækkehuse;6372 Bylderup-Bov;0;0;3.8970001;0;0;0;3.845;5.2729998;6372_7
Ejerlejligheder;6392 Bolderslev;0;0;0;0;0;0;0;0;6392_11
Fritidshuse;6392 Bolderslev;0;0;0;0;0;0;0;0;6392_11
Parcel- og rækkehuse;6392 Bolderslev;0;0;4.4400001;0;0;0;0;0;6392_11
Ejerlejligheder;6392 Bolderslev;0;0;0;0;0;0;0;0;6392_15
Fritidshuse;6392 Bolderslev;0;0;0;0;0;0;0;0;6392_15
Parcel- og rækkehuse;6392 Bolderslev;0;0;4.1859999;0;0;0;0;4.3210001;6392_15
Ejerlejligheder;6392 Bolderslev;0;0;0;0;0;0;0;0;6392_5
Fritidshuse;6392 Bolderslev;0;0;0;0;0;0;0;0;6392_5
Parcel- og rækkehuse;6392 Bolderslev;0;0;0;0;0;0;0;0;6392_5
Ejerlejligheder;6392 Bolderslev;0;0;0;0;0;0;0;0;6392_7
Fritidshuse;6392 Bolderslev;0;0;0;0;0;0;0;0;6392_7
Parcel- og rækkehuse;6392 Bolderslev;4.7360001;0;0;0;0;0;0;0;6392_7
Ejerlejligheder;6400 Sønderborg;13.14;12.693;11.691;13.339;13.99;14.193;13.262;14.359;6400_11
Fritidshuse;6400 Sønderborg;0;0;0;0;0;0;0;0;6400_11
Parcel- og rækkehuse;6400 Sønderborg;9.7119999;10.514;10.427;9.2889996;9.3439999;10.104;9.1929998;9.7690001;6400_11
Ejerlejligheder;6400 Sønderborg;14.773;12.28;11.042;14.447;13.09;10.255;15.188;16.465;6400_15
Fritidshuse;6400 Sønderborg;0;0;0;0;0;0;0;0;6400_15
Parcel- og rækkehuse;6400 Sønderborg;8.4259996;9.5190001;8.4029999;8.1809998;7.9330001;8.2069998;9.3940001;9.5699997;6400_15
Ejerlejligheder;6400 Sønderborg;6.77;5.79;6.3109999;8.1429996;9.526;8.1520004;9.3249998;0;6400_5
Fritidshuse;6400 Sønderborg;0;0;0;0;0;0;0;0;6400_5
Parcel- og rækkehuse;6400 Sønderborg;7.7909999;7.6100001;6.7280002;7.546;7.4190001;7.677;8.3549995;8.4960003;6400_5
Ejerlejligheder;6400 Sønderborg;11.39;12.633;13.653;12.444;0;0;13.792;0;6400_7
Fritidshuse;6400 Sønderborg;0;0;0;0;0;0;0;0;6400_7
Parcel- og rækkehuse;6400 Sønderborg;9.3249998;9.9960003;10.878;10.884;10.014;10.929;11.413;11.152;6400_7
Ejerlejligheder;6430 Nordborg;0;0;0;0;0;0;0;0;6430_11
Fritidshuse;6430 Nordborg;0;0;0;0;0;0;0;0;6430_11
Parcel- og rækkehuse;6430 Nordborg;5.0450001;4.6290002;6.4650002;5.678;5.0710001;4.6360002;6.4050002;5.1409998;6430_11
Ejerlejligheder;6430 Nordborg;0;0;0;0;0;0;0;0;6430_15
Fritidshuse;6430 Nordborg;0;0;0;0;0;0;0;0;6430_15
Parcel- og rækkehuse;6430 Nordborg;3.7119999;5.256;4.2220001;3.5209999;4.7690001;5.526;3.03;4.5229998;6430_15
Ejerlejligheder;6430 Nordborg;0;0;0;0;0;0;0;0;6430_5
Fritidshuse;6430 Nordborg;0;0;0;0;0;0;0;0;6430_5
Parcel- og rækkehuse;6430 Nordborg;4.2270002;4.9359999;4.7610002;4.6149998;4.7119999;4.8649998;5.0500002;5.2540002;6430_5
Ejerlejligheder;6430 Nordborg;0;0;0;0;0;0;0;0;6430_7
Fritidshuse;6430 Nordborg;0;0;0;0;0;0;0;0;6430_7
Parcel- og rækkehuse;6430 Nordborg;5.7069998;5.948;5.9250002;6.0359998;6.296;6.105;6.7930002;5.7540002;6430_7
Ejerlejligheder;6440 Augustenborg;0;0;0;0;0;0;0;0;6440_11
Fritidshuse;6440 Augustenborg;0;0;0;0;0;0;0;0;6440_11
Parcel- og rækkehuse;6440 Augustenborg;5.7270002;7.3979998;8.3839998;6.9060001;7.0760002;7.0029998;7.5079999;5.8260002;6440_11
Ejerlejligheder;6440 Augustenborg;0;0;0;0;0;0;0;0;6440_15
Fritidshuse;6440 Augustenborg;0;0;0;0;0;0;0;0;6440_15
Parcel- og rækkehuse;6440 Augustenborg;5.652;7.2709999;6.1160002;6.066;7.184;5.6149998;4.8870001;5.881;6440_15
Ejerlejligheder;6440 Augustenborg;0;0;0;0;0;0;0;0;6440_5
Fritidshuse;6440 Augustenborg;0;0;0;0;0;0;0;0;6440_5
Parcel- og rækkehuse;6440 Augustenborg;5.21;5.6500001;4.6300001;5.1880002;5.7550001;6.0710001;5.164;5.8779998;6440_5
Ejerlejligheder;6440 Augustenborg;0;0;0;0;0;0;0;0;6440_7
Fritidshuse;6440 Augustenborg;0;0;0;0;0;0;0;0;6440_7
Parcel- og rækkehuse;6440 Augustenborg;6.0510001;5.2459998;6.4850001;6.586;5.1789999;8.1879997;7.2600002;7.1139998;6440_7
Ejerlejligheder;6470 Sydals;0;0;0;0;0;0;0;0;6470_11
Fritidshuse;6470 Sydals;0;0;0;0;0;0;12.643;12.495;6470_11
